Units,scenario,service,group,subsector,technology,year,value,region
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,1990,3.5859667208910766,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,1990,13.822457764651542,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2005,3.8450267208910764,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2005,14.081517764651542,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2010,6.970236720891076,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2010,17.20672776465154,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2015,7.980436720891077,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2015,18.216927764651544,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2020,8.500036720891078,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2020,18.73652776465154,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2025,9.965336720891077,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2025,20.20182776465154,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2030,10.754736720891078,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2030,20.99122776465154,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2035,11.534636720891076,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2035,21.77112776465154,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2040,12.652236720891079,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2040,22.88872776465154,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2045,14.074636720891078,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2045,24.311127764651545,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2050,15.175836720891077,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2050,25.412327764651543,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2055,16.145636720891076,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2055,26.382127764651543,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2060,17.420836720891078,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2060,27.65732776465154,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2065,18.90663672089108,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2065,29.143127764651545,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2070,20.614836720891077,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2070,30.851327764651543,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2075,22.79563672089108,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2075,33.03212776465154,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2080,25.279336720891077,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2080,35.51582776465154,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2085,28.125036720891078,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2085,38.36152776465154,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2090,31.50283672089108,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2090,41.73932776465154,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2095,35.421936720891075,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2095,45.65842776465154,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2100,40.099336720891074,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,2100,50.33582776465154,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,1975,1.7686667208910762,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,1975,12.005157764651543,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,1990,3.5859667208910766,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,1990,13.822457764651542,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2005,3.8450267208910764,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2005,14.081517764651542,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2010,6.970236720891076,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2010,17.20672776465154,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2015,7.980436720891077,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2015,18.216927764651544,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2020,8.500036720891078,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2020,18.73652776465154,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2025,9.965336720891077,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2025,20.20182776465154,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2030,10.754736720891078,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2030,20.99122776465154,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2035,11.534636720891076,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2035,21.77112776465154,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2040,12.652236720891079,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2040,22.88872776465154,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2045,14.074636720891078,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2045,24.311127764651545,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2050,15.175836720891077,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2050,25.412327764651543,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2055,16.145636720891076,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2055,26.382127764651543,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2060,17.420836720891078,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2060,27.65732776465154,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2065,18.90663672089108,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2065,29.143127764651545,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2070,20.614836720891077,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2070,30.851327764651543,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2075,22.79563672089108,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2075,33.03212776465154,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2080,25.279336720891077,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2080,35.51582776465154,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2085,28.125036720891078,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2085,38.36152776465154,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2090,31.50283672089108,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2090,41.73932776465154,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2095,35.400336720891076,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2095,45.63682776465154,Northwest Arctic Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2100,39.975436720891075,North Slope Borough
1975$/GJ,LowC_e5,resid heating modern,d1,refined liquids,fuel furnace,2100,50.21192776465154,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,1975,1.7686667208910762,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,1975,12.005157764651543,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,1990,3.5859667208910766,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,1990,13.822457764651542,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2005,3.8450267208910764,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2005,14.081517764651542,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2010,6.970236720891076,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2010,17.20672776465154,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2015,7.980436720891077,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2015,18.216927764651544,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2020,8.500036720891078,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2020,18.73652776465154,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2025,9.965336720891077,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2025,20.20182776465154,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2030,10.754736720891078,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2030,20.99122776465154,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2035,11.534636720891076,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2035,21.77112776465154,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2040,12.652236720891079,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2040,22.88872776465154,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2045,14.074636720891078,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2045,24.311127764651545,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2050,15.175836720891077,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2050,25.412327764651543,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2055,16.145636720891076,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2055,26.382127764651543,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2060,17.420836720891078,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2060,27.65732776465154,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2065,18.90663672089108,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2065,29.143127764651545,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2070,20.614836720891077,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2070,30.851327764651543,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2075,22.79563672089108,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2075,33.03212776465154,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2080,25.279336720891077,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2080,35.51582776465154,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2085,28.125036720891078,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2085,38.36152776465154,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2090,31.50113672089108,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2090,41.73762776465154,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2095,35.42203672089107,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2095,45.65852776465154,Northwest Arctic Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2100,40.005836720891075,North Slope Borough
1975$/GJ,LowC_e6,resid heating modern,d1,refined liquids,fuel furnace,2100,50.24232776465154,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,1975,1.7686667208910762,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,1975,12.005157764651543,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,1990,3.5859667208910766,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,1990,13.822457764651542,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2005,3.8450267208910764,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2005,14.081517764651542,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2010,6.970236720891076,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2010,17.20672776465154,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2015,7.980436720891077,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2015,18.216927764651544,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2020,8.500036720891078,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2020,18.73652776465154,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2025,9.965336720891077,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2025,20.20182776465154,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2030,10.754736720891078,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2030,20.99122776465154,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2035,11.534636720891076,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2035,21.77112776465154,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2040,12.652236720891079,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2040,22.88872776465154,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2045,14.074636720891078,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2045,24.311127764651545,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2050,15.175836720891077,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2050,25.412327764651543,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2055,16.145636720891076,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2055,26.382127764651543,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2060,17.420836720891078,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2060,27.65732776465154,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2065,18.90663672089108,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2065,29.143127764651545,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2070,20.614836720891077,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2070,30.851327764651543,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2075,22.79563672089108,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2075,33.03212776465154,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2080,25.279336720891077,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2080,35.51582776465154,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2085,28.125036720891078,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2085,38.36152776465154,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2090,31.50113672089108,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2090,41.73762776465154,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2095,35.40043672089107,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2095,45.63692776465154,Northwest Arctic Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2100,40.04023672089107,North Slope Borough
1975$/GJ,LowC_e7,resid heating modern,d1,refined liquids,fuel furnace,2100,50.27672776465154,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,1975,1.7686667208910762,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,1975,12.005157764651543,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,1990,3.5859667208910766,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,1990,13.822457764651542,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2005,3.8450267208910764,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2005,14.081517764651542,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2010,6.970236720891076,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2010,17.20672776465154,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2015,7.980436720891077,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2015,18.216927764651544,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2020,8.500036720891078,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2020,18.73652776465154,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2025,9.965336720891077,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2025,20.20182776465154,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2030,10.754736720891078,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2030,20.99122776465154,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2035,11.534636720891076,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2035,21.77112776465154,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2040,12.652236720891079,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2040,22.88872776465154,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2045,14.074636720891078,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2045,24.311127764651545,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2050,15.175836720891077,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2050,25.412327764651543,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2055,16.145636720891076,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2055,26.382127764651543,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2060,17.420836720891078,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2060,27.65732776465154,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2065,18.90663672089108,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2065,29.143127764651545,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2070,20.614836720891077,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2070,30.851327764651543,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2075,22.79563672089108,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2075,33.03212776465154,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2080,25.279336720891077,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2080,35.51582776465154,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2085,28.125036720891078,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2085,38.36152776465154,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2090,31.50283672089108,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2090,41.73932776465154,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2095,35.400336720891076,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2095,45.63682776465154,Northwest Arctic Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2100,40.059336720891075,North Slope Borough
1975$/GJ,LowC_e8,resid heating modern,d1,refined liquids,fuel furnace,2100,50.29582776465154,Northwest Arctic Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,1975,1.7686667208910762,North Slope Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,1975,12.005157764651543,Northwest Arctic Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,1990,3.5859667208910766,North Slope Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,1990,13.822457764651542,Northwest Arctic Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,2005,3.8450267208910764,North Slope Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,2005,14.081517764651542,Northwest Arctic Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,2010,6.970236720891076,North Slope Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,2010,17.20672776465154,Northwest Arctic Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,2015,7.980436720891077,North Slope Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,2015,18.216927764651544,Northwest Arctic Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,2020,8.500036720891078,North Slope Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,2020,18.73652776465154,Northwest Arctic Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,2025,9.965336720891077,North Slope Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,2025,20.20182776465154,Northwest Arctic Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,2030,10.754736720891078,North Slope Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,2030,20.99122776465154,Northwest Arctic Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,2035,11.534636720891076,North Slope Borough
1975$/GJ,LowC_e9,resid heating modern,d1,refined liquids,fuel furnace,2035,21.77112776465154,Northwest Arctic Borough
